Season_End_Year,Date,HomeTeam,HomeTeamJP,AwayTeam,AwayTeamJP,HomeGoals,AwayGoals,Result
2009,26/10/08,Villarreal,ビジャレアル,Ath Madrid,Aマドリード,4,4,1
2009,01/11/08,Ath Bilbao,ビルバオ,Villarreal,ビジャレアル,1,4,2
2009,01/11/08,Ath Madrid,Aマドリード,Mallorca,マジョルカ,2,0,0
2009,01/11/08,Malaga,マラガ,Barcelona,バルセロナ,1,4,2
2009,01/11/08,Valencia,バレンシア,Santander,サンタンデール,2,4,2
2009,02/11/08,Almeria,アルメリア,Real Madrid,Rマドリード,1,1,1
2009,02/11/08,Betis,ベティス,La Coruna,デポルティーボ,0,3,2
2009,02/11/08,Espanol,エスパニョール,Osasuna,オサスナ,1,0,0
2009,02/11/08,Recreativo,レクレアティーボ,Getafe,ヘタフェ,1,1,1
2009,02/11/08,Sp Gijon,スポルティング,Numancia,ヌマンシア,3,1,0
2009,02/11/08,Valladolid,バジャドリード,Sevilla,セビージャ,3,2,0
2009,08/11/08,Barcelona,バルセロナ,Valladolid,バジャドリード,6,0,0
2009,08/11/08,Real Madrid,Rマドリード,Malaga,マラガ,4,3,0
2009,09/11/08,Getafe,ヘタフェ,Valencia,バレンシア,0,3,2
2009,09/11/08,La Coruna,デポルティーボ,Espanol,エスパニョール,1,0,0
2009,09/11/08,Mallorca,マジョルカ,Ath Bilbao,ビルバオ,3,3,1
2009,09/11/08,Numancia,ヌマンシア,Betis,ベティス,2,4,2
2009,09/11/08,Osasuna,オサスナ,Ath Madrid,Aマドリード,0,0,1
2009,09/11/08,Santander,サンタンデール,Sp Gijon,スポルティング,1,0,0
2009,09/11/08,Sevilla,セビージャ,Recreativo,レクレアティーボ,1,0,0
2009,09/11/08,Villarreal,ビジャレアル,Almeria,アルメリア,2,1,0
2009,15/11/08,Valencia,バレンシア,Sp Gijon,スポルティング,2,3,2
2009,15/11/08,Valladolid,バジャドリード,Real Madrid,Rマドリード,1,0,0
2009,16/11/08,Almeria,アルメリア,Mallorca,マジョルカ,2,1,0
2009,16/11/08,Ath Bilbao,ビルバオ,Osasuna,オサスナ,2,0,0
2009,16/11/08,Ath Madrid,Aマドリード,La Coruna,デポルティーボ,4,1,0
2009,16/11/08,Betis,ベティス,Santander,サンタンデール,3,1,0
2009,16/11/08,Espanol,エスパニョール,Numancia,ヌマンシア,3,4,2
2009,16/11/08,Getafe,ヘタフェ,Sevilla,セビージャ,0,2,2
2009,16/11/08,Malaga,マラガ,Villarreal,ビジャレアル,2,2,1
2009,16/11/08,Recreativo,レクレアティーボ,Barcelona,バルセロナ,0,2,2
2009,22/11/08,Real Madrid,Rマドリード,Recreativo,レクレアティーボ,1,0,0
2009,22/11/08,Sevilla,セビージャ,Valencia,バレンシア,0,0,1
2009,22/11/08,Villarreal,ビジャレアル,Valladolid,バジャドリード,0,3,2
2009,23/11/08,Barcelona,バルセロナ,Getafe,ヘタフェ,1,1,1
2009,23/11/08,La Coruna,デポルティーボ,Ath Bilbao,ビルバオ,3,1,0
2009,23/11/08,Mallorca,マジョルカ,Malaga,マラガ,2,2,1
2009,23/11/08,Numancia,ヌマンシア,Ath Madrid,Aマドリード,1,1,1
2009,23/11/08,Osasuna,オサスナ,Almeria,アルメリア,3,1,0
2009,23/11/08,Santander,サンタンデール,Espanol,エスパニョール,3,0,0
2009,23/11/08,Sp Gijon,スポルティング,Betis,ベティス,1,2,2
2009,29/11/08,Getafe,ヘタフェ,Real Madrid,Rマドリード,3,1,0
2009,29/11/08,Sevilla,セビージャ,Barcelona,バルセロナ,0,3,2
2009,30/11/08,Almeria,アルメリア,La Coruna,デポルティーボ,0,1,2
2009,30/11/08,Ath Bilbao,ビルバオ,Numancia,ヌマンシア,2,0,0
2009,30/11/08,Ath Madrid,Aマドリード,Santander,サンタンデール,4,1,0
2009,30/11/08,Espanol,エスパニョール,Sp Gijon,スポルティング,0,1,2
2009,30/11/08,Malaga,マラガ,Osasuna,オサスナ,4,2,0
2009,30/11/08,Recreativo,レクレアティーボ,Villarreal,ビジャレアル,1,2,2
2009,30/11/08,Valencia,バレンシア,Betis,ベティス,3,2,0
2009,30/11/08,Valladolid,バジャドリード,Mallorca,マジョルカ,3,0,0
2009,06/12/08,Barcelona,バルセロナ,Valencia,バレンシア,4,0,0
2009,06/12/08,Sp Gijon,スポルティング,Ath Madrid,Aマドリード,2,5,2
2009,06/12/08,Villarreal,ビジャレアル,Getafe,ヘタフェ,3,3,1
2009,07/12/08,Betis,ベティス,Espanol,エスパニョール,1,1,1
2009,07/12/08,La Coruna,デポルティーボ,Malaga,マラガ,2,0,0
2009,07/12/08,Mallorca,マジョルカ,Recreativo,レクレアティーボ,2,3,2
2009,07/12/08,Numancia,ヌマンシア,Almeria,アルメリア,2,1,0
2009,07/12/08,Osasuna,オサスナ,Valladolid,バジャドリード,3,3,1
2009,07/12/08,Real Madrid,Rマドリード,Sevilla,セビージャ,3,4,2
2009,07/12/08,Santander,サンタンデール,Ath Bilbao,ビルバオ,1,1,1
2009,13/12/08,Barcelona,バルセロナ,Real Madrid,Rマドリード,2,0,0
2009,13/12/08,Valencia,バレンシア,Espanol,エスパニョール,2,1,0
2009,14/12/08,Almeria,アルメリア,Santander,サンタンデール,1,1,1
2009,14/12/08,Ath Bilbao,ビルバオ,Sp Gijon,スポルティング,3,0,0
2009,14/12/08,Ath Madrid,Aマドリード,Betis,ベティス,2,0,0
2009,14/12/08,Getafe,ヘタフェ,Mallorca,マジョルカ,4,1,0
2009,14/12/08,Malaga,マラガ,Numancia,ヌマンシア,2,0,0
2009,14/12/08,Recreativo,レクレアティーボ,Osasuna,オサスナ,1,0,0
2009,14/12/08,Sevilla,セビージャ,Villarreal,ビジャレアル,1,0,0
2009,14/12/08,Valladolid,バジャドリード,La Coruna,デポルティーボ,3,0,0
2009,20/12/08,Espanol,エスパニョール,Ath Madrid,Aマドリード,2,3,2
2009,20/12/08,Real Madrid,Rマドリード,Valencia,バレンシア,1,0,0
2009,21/12/08,Betis,ベティス,Ath Bilbao,ビルバオ,0,1,2
2009,21/12/08,La Coruna,デポルティーボ,Recreativo,レクレアティーボ,4,1,0
2009,21/12/08,Mallorca,マジョルカ,Sevilla,セビージャ,0,0,1
2009,21/12/08,Numancia,ヌマンシア,Valladolid,バジャドリード,4,3,0
2009,21/12/08,Osasuna,オサスナ,Getafe,ヘタフェ,5,2,0
2009,21/12/08,Santander,サンタンデール,Malaga,マラガ,1,1,1
2009,21/12/08,Sp Gijon,スポルティング,Almeria,アルメリア,1,0,0
2009,21/12/08,Villarreal,ビジャレアル,Barcelona,バルセロナ,1,2,2
2009,03/01/09,Barcelona,バルセロナ,Mallorca,マジョルカ,3,1,0
2009,03/01/09,Valencia,バレンシア,Ath Madrid,Aマドリード,3,1,0
2009,04/01/09,Almeria,アルメリア,Betis,ベティス,1,0,0
2009,04/01/09,Ath Bilbao,ビルバオ,Espanol,エスパニョール,1,1,1
2009,04/01/09,Getafe,ヘタフェ,La Coruna,デポルティーボ,1,2,2
2009,04/01/09,Malaga,マラガ,Sp Gijon,スポルティング,1,0,0
2009,04/01/09,Real Madrid,Rマドリード,Villarreal,ビジャレアル,1,0,0
2009,04/01/09,Recreativo,レクレアティーボ,Numancia,ヌマンシア,3,1,0
2009,04/01/09,Sevilla,セビージャ,Osasuna,オサスナ,1,1,1
2009,04/01/09,Valladolid,バジャドリード,Santander,サンタンデール,0,1,2
2009,10/01/09,La Coruna,デポルティーボ,Sevilla,セビージャ,1,3,2
2009,10/01/09,Valencia,バレンシア,Villarreal,ビジャレアル,3,3,1
2009,11/01/09,Ath Madrid,Aマドリード,Ath Bilbao,ビルバオ,2,3,2
2009,11/01/09,Betis,ベティス,Malaga,マラガ,1,2,2
2009,11/01/09,Espanol,エスパニョール,Almeria,アルメリア,2,2,1
2009,11/01/09,Mallorca,マジョルカ,Real Madrid,Rマドリード,0,3,2
2009,11/01/09,Numancia,ヌマンシア,Getafe,ヘタフェ,2,0,0
2009,11/01/09,Osasuna,オサスナ,Barcelona,バルセロナ,2,3,2
2009,11/01/09,Santander,サンタンデール,Recreativo,レクレアティーボ,1,1,1
2009,11/01/09,Sp Gijon,スポルティング,Valladolid,バジャドリード,2,1,0
2009,17/01/09,Barcelona,バルセロナ,La Coruna,デポルティーボ,5,0,0
2009,17/01/09,Sevilla,セビージャ,Numancia,ヌマンシア,1,0,0
2009,18/01/09,Almeria,アルメリア,Ath Madrid,Aマドリード,1,1,1
2009,18/01/09,Ath Bilbao,ビルバオ,Valencia,バレンシア,3,2,0
2009,18/01/09,Getafe,ヘタフェ,Santander,サンタンデール,0,1,2
2009,18/01/09,Malaga,マラガ,Espanol,エスパニョール,4,0,0
2009,18/01/09,Real Madrid,Rマドリード,Osasuna,オサスナ,3,1,0
2009,18/01/09,Recreativo,レクレアティーボ,Sp Gijon,スポルティング,2,0,0
2009,18/01/09,Valladolid,バジャドリード,Betis,ベティス,1,3,2
2009,18/01/09,Villarreal,ビジャレアル,Mallorca,マジョルカ,2,0,0
2009,24/01/09,Barcelona,バルセロナ,Numancia,ヌマンシア,4,1,0
2009,24/01/09,Villarreal,ビジャレアル,Osasuna,オサスナ,1,1,1
2009,25/01/09,Almeria,アルメリア,Ath Bilbao,ビルバオ,2,1,0
2009,25/01/09,Getafe,ヘタフェ,Sp Gijon,スポルティング,5,1,0
2009,25/01/09,Malaga,マラガ,Ath Madrid,Aマドリード,1,1,1
2009,25/01/09,Mallorca,マジョルカ,Valencia,バレンシア,3,1,0
2009,25/01/09,Real Madrid,Rマドリード,La Coruna,デポルティーボ,1,0,0
2009,25/01/09,Recreativo,レクレアティーボ,Betis,ベティス,1,0,0
2009,25/01/09,Sevilla,セビージャ,Santander,サンタンデール,0,2,2
2009,25/01/09,Valladolid,バジャドリード,Espanol,エスパニョール,1,1,1
2009,31/01/09,Ath Bilbao,ビルバオ,Malaga,マラガ,3,2,0
2009,31/01/09,Numancia,ヌマンシア,Real Madrid,Rマドリード,0,2,2
2009,01/02/09,Ath Madrid,Aマドリード,Valladolid,バジャドリード,1,2,2
2009,01/02/09,Betis,ベティス,Getafe,ヘタフェ,2,2,1
2009,01/02/09,Espanol,エスパニョール,Recreativo,レクレアティーボ,1,1,1
2009,01/02/09,La Coruna,デポルティーボ,Villarreal,ビジャレアル,3,0,0
2009,01/02/09,Osasuna,オサスナ,Mallorca,マジョルカ,1,0,0
2009,01/02/09,Santander,サンタンデール,Barcelona,バルセロナ,1,2,2
2009,01/02/09,Sp Gijon,スポルティング,Sevilla,セビージャ,1,0,0
2009,01/02/09,Valencia,バレンシア,Almeria,アルメリア,3,2,0
2009,07/02/09,Real Madrid,Rマドリード,Santander,サンタンデール,1,0,0
2009,07/02/09,Sevilla,セビージャ,Betis,ベティス,1,2,2
2009,08/02/09,Barcelona,バルセロナ,Sp Gijon,スポルティング,3,1,0
2009,08/02/09,Getafe,ヘタフェ,Espanol,エスパニョール,1,1,1
2009,08/02/09,Malaga,マラガ,Almeria,アルメリア,3,2,0
2009,08/02/09,Mallorca,マジョルカ,La Coruna,デポルティーボ,1,1,1
2009,08/02/09,Osasuna,オサスナ,Valencia,バレンシア,1,0,0
2009,08/02/09,Recreativo,レクレアティーボ,Ath Madrid,Aマドリード,0,3,2
2009,08/02/09,Valladolid,バジャドリード,Ath Bilbao,ビルバオ,2,1,0
2009,08/02/09,Villarreal,ビジャレアル,Numancia,ヌマンシア,2,1,0
2009,14/02/09,Betis,ベティス,Barcelona,バルセロナ,2,2,1
2009,14/02/09,La Coruna,デポルティーボ,Osasuna,オサスナ,0,0,1
2009,14/02/09,Valencia,バレンシア,Malaga,マラガ,1,1,1
2009,15/02/09,Almeria,アルメリア,Valladolid,バジャドリード,3,2,0
2009,15/02/09,Ath Bilbao,ビルバオ,Recreativo,レクレアティーボ,1,1,1
2009,15/02/09,Ath Madrid,Aマドリード,Getafe,ヘタフェ,1,1,1
2009,15/02/09,Espanol,エスパニョール,Sevilla,セビージャ,0,2,2
2009,15/02/09,Numancia,ヌマンシア,Mallorca,マジョルカ,0,1,2
2009,15/02/09,Santander,サンタンデール,Villarreal,ビジャレアル,1,1,1
2009,15/02/09,Sp Gijon,スポルティング,Real Madrid,Rマドリード,0,4,2
2009,21/02/09,Barcelona,バルセロナ,Espanol,エスパニョール,1,2,2
2009,21/02/09,Real Madrid,Rマドリード,Betis,ベティス,6,1,0
2009,21/02/09,Sevilla,セビージャ,Ath Madrid,Aマドリード,1,0,0
2009,21/02/09,Villarreal,ビジャレアル,Sp Gijon,スポルティング,2,1,0
2009,22/02/09,Getafe,ヘタフェ,Ath Bilbao,ビルバオ,1,1,1
2009,22/02/09,La Coruna,デポルティーボ,Valencia,バレンシア,1,1,1
2009,22/02/09,Mallorca,マジョルカ,Santander,サンタンデール,1,0,0
2009,22/02/09,Osasuna,オサスナ,Numancia,ヌマンシア,2,0,0
2009,22/02/09,Recreativo,レクレアティーボ,Almeria,アルメリア,1,1,1
2009,22/02/09,Valladolid,バジャドリード,Malaga,マラガ,1,3,2
2009,28/02/09,Ath Bilbao,ビルバオ,Sevilla,セビージャ,1,2,2
2009,28/02/09,Espanol,エスパニョール,Real Madrid,Rマドリード,0,2,2
2009,01/03/09,Almeria,アルメリア,Getafe,ヘタフェ,2,1,0
2009,01/03/09,Ath Madrid,Aマドリード,Barcelona,バルセロナ,4,3,0
2009,01/03/09,Betis,ベティス,Villarreal,ビジャレアル,2,2,1
2009,01/03/09,Malaga,マラガ,Recreativo,レクレアティーボ,0,2,2
2009,01/03/09,Numancia,ヌマンシア,La Coruna,デポルティーボ,0,1,2
2009,01/03/09,Santander,サンタンデール,Osasuna,オサスナ,1,1,1
2009,01/03/09,Sp Gijon,スポルティング,Mallorca,マジョルカ,0,1,2
2009,01/03/09,Valencia,バレンシア,Valladolid,バジャドリード,1,2,2
2009,07/03/09,Barcelona,バルセロナ,Ath Bilbao,ビルバオ,2,0,0
2009,07/03/09,Real Madrid,Rマドリード,Ath Madrid,Aマドリード,1,1,1
2009,07/03/09,Villarreal,ビジャレアル,Espanol,エスパニョール,1,0,0
2009,08/03/09,Getafe,ヘタフェ,Malaga,マラガ,1,2,2
2009,08/03/09,La Coruna,デポルティーボ,Santander,サンタンデール,5,3,0
2009,08/03/09,Mallorca,マジョルカ,Betis,ベティス,3,3,1
2009,08/03/09,Numancia,ヌマンシア,Valencia,バレンシア,2,1,0
2009,08/03/09,Osasuna,オサスナ,Sp Gijon,スポルティング,1,2,2
2009,08/03/09,Recreativo,レクレアティーボ,Valladolid,バジャドリード,2,3,2
2009,08/03/09,Sevilla,セビージャ,Almeria,アルメリア,2,1,0
2009,14/03/09,Ath Bilbao,ビルバオ,Real Madrid,Rマドリード,2,5,2
2009,14/03/09,Valencia,バレンシア,Recreativo,レクレアティーボ,1,1,1
2009,15/03/09,Almeria,アルメリア,Barcelona,バルセロナ,0,2,2
2009,15/03/09,Ath Madrid,Aマドリード,Villarreal,ビジャレアル,3,2,0
2009,15/03/09,Betis,ベティス,Osasuna,オサスナ,0,0,1
2009,15/03/09,Espanol,エスパニョール,Mallorca,マジョルカ,3,3,1
2009,15/03/09,Malaga,マラガ,Sevilla,セビージャ,2,2,1
2009,15/03/09,Santander,サンタンデール,Numancia,ヌマンシア,5,0,0
2009,15/03/09,Sp Gijon,スポルティング,La Coruna,デポルティーボ,3,2,0
2009,15/03/09,Valladolid,バジャドリード,Getafe,ヘタフェ,1,0,0
2009,21/03/09,Sevilla,セビージャ,Valladolid,バジャドリード,4,1,0
2009,21/03/09,Villarreal,ビジャレアル,Ath Bilbao,ビルバオ,2,0,0
2009,22/03/09,Barcelona,バルセロナ,Malaga,マラガ,6,0,0
2009,22/03/09,Getafe,ヘタフェ,Recreativo,レクレアティーボ,2,1,0
2009,22/03/09,La Coruna,デポルティーボ,Betis,ベティス,1,1,1
2009,22/03/09,Mallorca,マジョルカ,Ath Madrid,Aマドリード,2,0,0
2009,22/03/09,Numancia,ヌマンシア,Sp Gijon,スポルティング,2,1,0
2009,22/03/09,Osasuna,オサスナ,Espanol,エスパニョール,1,0,0
2009,22/03/09,Real Madrid,Rマドリード,Almeria,アルメリア,3,0,0
2009,22/03/09,Santander,サンタンデール,Valencia,バレンシア,0,1,2
2009,04/04/09,Almeria,アルメリア,Villarreal,ビジャレアル,3,0,0
2009,04/04/09,Ath Bilbao,ビルバオ,Mallorca,マジョルカ,2,1,0
2009,04/04/09,Betis,ベティス,Numancia,ヌマンシア,3,3,1
2009,04/04/09,Malaga,マラガ,Real Madrid,Rマドリード,0,1,2
2009,04/04/09,Recreativo,レクレアティーボ,Sevilla,セビージャ,0,1,2
2009,04/04/09,Valladolid,バジャドリード,Barcelona,バルセロナ,0,1,2
2009,05/04/09,Ath Madrid,Aマドリード,Osasuna,オサスナ,2,4,2
2009,05/04/09,Espanol,エスパニョール,La Coruna,デポルティーボ,3,1,0
2009,05/04/09,Sp Gijon,スポルティング,Santander,サンタンデール,0,2,2
2009,05/04/09,Valencia,バレンシア,Getafe,ヘタフェ,4,1,0
2009,11/04/09,Barcelona,バルセロナ,Recreativo,レクレアティーボ,2,0,0
2009,11/04/09,Villarreal,ビジャレアル,Malaga,マラガ,0,2,2
2009,12/04/09,La Coruna,デポルティーボ,Ath Madrid,Aマドリード,1,2,2
2009,12/04/09,Mallorca,マジョルカ,Almeria,アルメリア,2,0,0
2009,12/04/09,Numancia,ヌマンシア,Espanol,エスパニョール,0,0,1
2009,12/04/09,Osasuna,オサスナ,Ath Bilbao,ビルバオ,2,1,0
2009,12/04/09,Real Madrid,Rマドリード,Valladolid,バジャドリード,2,0,0
2009,12/04/09,Santander,サンタンデール,Betis,ベティス,2,3,2
2009,12/04/09,Sevilla,セビージャ,Getafe,ヘタフェ,0,1,2
2009,12/04/09,Sp Gijon,スポルティング,Valencia,バレンシア,2,3,2
2009,18/04/09,Ath Bilbao,ビルバオ,La Coruna,デポルティーボ,0,1,2
2009,18/04/09,Ath Madrid,Aマドリード,Numancia,ヌマンシア,3,0,0
2009,18/04/09,Getafe,ヘタフェ,Barcelona,バルセロナ,0,1,2
2009,18/04/09,Malaga,マラガ,Mallorca,マジョルカ,1,1,1
2009,18/04/09,Recreativo,レクレアティーボ,Real Madrid,Rマドリード,0,1,2
2009,19/04/09,Almeria,アルメリア,Osasuna,オサスナ,2,1,0
2009,19/04/09,Betis,ベティス,Sp Gijon,スポルティング,2,0,0
2009,19/04/09,Espanol,エスパニョール,Santander,サンタンデール,1,0,0
2009,19/04/09,Valencia,バレンシア,Sevilla,セビージャ,3,1,0
2009,19/04/09,Valladolid,バジャドリード,Villarreal,ビジャレアル,0,0,1
2009,21/04/09,Numancia,ヌマンシア,Ath Bilbao,ビルバオ,1,2,2
2009,21/04/09,Real Madrid,Rマドリード,Getafe,ヘタフェ,3,2,0
2009,22/04/09,Barcelona,バルセロナ,Sevilla,セビージャ,4,0,0
2009,22/04/09,Betis,ベティス,Valencia,バレンシア,1,2,2
2009,22/04/09,La Coruna,デポルティーボ,Almeria,アルメリア,2,0,0
2009,22/04/09,Osasuna,オサスナ,Malaga,マラガ,2,3,2
2009,23/04/09,Mallorca,マジョルカ,Valladolid,バジャドリード,2,0,0
2009,23/04/09,Santander,サンタンデール,Ath Madrid,Aマドリード,5,1,0
2009,23/04/09,Sp Gijon,スポルティング,Espanol,エスパニョール,0,3,2
2009,23/04/09,Villarreal,ビジャレアル,Recreativo,レクレアティーボ,2,1,0
2009,25/04/09,Almeria,アルメリア,Numancia,ヌマンシア,2,1,0
2009,25/04/09,Malaga,マラガ,La Coruna,デポルティーボ,1,1,1
2009,25/04/09,Valencia,バレンシア,Barcelona,バルセロナ,2,2,1
2009,26/04/09,Ath Bilbao,ビルバオ,Santander,サンタンデール,2,1,0
2009,26/04/09,Ath Madrid,Aマドリード,Sp Gijon,スポルティング,3,1,0
2009,26/04/09,Espanol,エスパニョール,Betis,ベティス,2,0,0
2009,26/04/09,Getafe,ヘタフェ,Villarreal,ビジャレアル,1,2,2
2009,26/04/09,Recreativo,レクレアティーボ,Mallorca,マジョルカ,2,4,2
2009,26/04/09,Sevilla,セビージャ,Real Madrid,Rマドリード,2,4,2
2009,26/04/09,Valladolid,バジャドリード,Osasuna,オサスナ,0,0,1
2009,02/05/09,Numancia,ヌマンシア,Malaga,マラガ,2,0,0
2009,02/05/09,Real Madrid,Rマドリード,Barcelona,バルセロナ,2,6,2
2009,02/05/09,Villarreal,ビジャレアル,Sevilla,セビージャ,0,2,2
2009,03/05/09,Betis,ベティス,Ath Madrid,Aマドリード,0,2,2
2009,03/05/09,Espanol,エスパニョール,Valencia,バレンシア,3,0,0
2009,03/05/09,La Coruna,デポルティーボ,Valladolid,バジャドリード,1,0,0
2009,03/05/09,Mallorca,マジョルカ,Getafe,ヘタフェ,2,1,0
2009,03/05/09,Osasuna,オサスナ,Recreativo,レクレアティーボ,1,2,2
2009,03/05/09,Santander,サンタンデール,Almeria,アルメリア,0,2,2
2009,03/05/09,Sp Gijon,スポルティング,Ath Bilbao,ビルバオ,1,1,1
2009,09/05/09,Ath Bilbao,ビルバオ,Betis,ベティス,1,0,0
2009,09/05/09,Sevilla,セビージャ,Mallorca,マジョルカ,3,1,0
2009,09/05/09,Valencia,バレンシア,Real Madrid,Rマドリード,3,0,0
2009,10/05/09,Almeria,アルメリア,Sp Gijon,スポルティング,3,1,0
2009,10/05/09,Ath Madrid,Aマドリード,Espanol,エスパニョール,3,2,0
2009,10/05/09,Barcelona,バルセロナ,Villarreal,ビジャレアル,3,3,1
2009,10/05/09,Getafe,ヘタフェ,Osasuna,オサスナ,3,0,0
2009,10/05/09,Malaga,マラガ,Santander,サンタンデール,1,0,0
2009,10/05/09,Recreativo,レクレアティーボ,La Coruna,デポルティーボ,1,2,2
2009,10/05/09,Valladolid,バジャドリード,Numancia,ヌマンシア,0,0,1
2009,16/05/09,La Coruna,デポルティーボ,Getafe,ヘタフェ,1,1,1
2009,16/05/09,Osasuna,オサスナ,Sevilla,セビージャ,0,0,1
2009,16/05/09,Villarreal,ビジャレアル,Real Madrid,Rマドリード,3,2,0
2009,17/05/09,Ath Madrid,Aマドリード,Valencia,バレンシア,1,0,0
2009,17/05/09,Betis,ベティス,Almeria,アルメリア,2,0,0
2009,17/05/09,Espanol,エスパニョール,Ath Bilbao,ビルバオ,1,0,0
2009,17/05/09,Mallorca,マジョルカ,Barcelona,バルセロナ,2,1,0
2009,17/05/09,Numancia,ヌマンシア,Recreativo,レクレアティーボ,1,0,0
2009,17/05/09,Santander,サンタンデール,Valladolid,バジャドリード,3,2,0
2009,17/05/09,Sp Gijon,スポルティング,Malaga,マラガ,2,1,0
2009,23/05/09,Almeria,アルメリア,Espanol,エスパニョール,0,3,2
2009,23/05/09,Ath Bilbao,ビルバオ,Ath Madrid,Aマドリード,1,4,2
2009,23/05/09,Barcelona,バルセロナ,Osasuna,オサスナ,0,1,2
2009,23/05/09,Getafe,ヘタフェ,Numancia,ヌマンシア,1,0,0
2009,23/05/09,Malaga,マラガ,Betis,ベティス,1,1,1
2009,23/05/09,Recreativo,レクレアティーボ,Santander,サンタンデール,0,1,2
2009,23/05/09,Sevilla,セビージャ,La Coruna,デポルティーボ,1,0,0
2009,23/05/09,Valladolid,バジャドリード,Sp Gijon,スポルティング,1,2,2
2009,23/05/09,Villarreal,ビジャレアル,Valencia,バレンシア,3,1,0
2009,24/05/09,Real Madrid,Rマドリード,Mallorca,マジョルカ,1,3,2
2009,30/05/09,Ath Madrid,Aマドリード,Almeria,アルメリア,3,0,0
2009,30/05/09,La Coruna,デポルティーボ,Barcelona,バルセロナ,1,1,1
2009,30/05/09,Mallorca,マジョルカ,Villarreal,ビジャレアル,2,3,2
2009,30/05/09,Valencia,バレンシア,Ath Bilbao,ビルバオ,2,0,0
2009,31/05/09,Betis,ベティス,Valladolid,バジャドリード,1,1,1
2009,31/05/09,Espanol,エスパニョール,Malaga,マラガ,3,0,0
2009,31/05/09,Numancia,ヌマンシア,Sevilla,セビージャ,0,2,2
2009,31/05/09,Osasuna,オサスナ,Real Madrid,Rマドリード,2,1,0
2009,31/05/09,Santander,サンタンデール,Getafe,ヘタフェ,1,1,1
2009,31/05/09,Sp Gijon,スポルティング,Recreativo,レクレアティーボ,2,1,0
2010,29/08/09,Real Madrid,Rマドリード,La Coruna,デポルティーボ,3,2,0
2010,29/08/09,Zaragoza,サラゴサ,Tenerife,テネリフェ,1,0,0
2010,30/08/09,Almeria,アルメリア,Valladolid,バジャドリード,0,0,1
2010,30/08/09,Ath Bilbao,ビルバオ,Espanol,エスパニョール,1,0,0
2010,30/08/09,Malaga,マラガ,Ath Madrid,Aマドリード,3,0,0
2010,30/08/09,Mallorca,マジョルカ,Xerez,へレス,2,0,0
2010,30/08/09,Osasuna,オサスナ,Villarreal,ビジャレアル,1,1,1
2010,30/08/09,Santander,サンタンデール,Getafe,ヘタフェ,1,4,2
2010,30/08/09,Valencia,バレンシア,Sevilla,セビージャ,2,0,0
2010,31/08/09,Barcelona,バルセロナ,Sp Gijon,スポルティング,3,0,0
2010,12/09/09,Ath Madrid,Aマドリード,Santander,サンタンデール,1,1,1
2010,12/09/09,Espanol,エスパニョール,Real Madrid,Rマドリード,0,3,2
2010,12/09/09,Getafe,ヘタフェ,Barcelona,バルセロナ,0,2,2
2010,12/09/09,Sevilla,セビージャ,Zaragoza,サラゴサ,4,1,0
2010,13/09/09,La Coruna,デポルティーボ,Malaga,マラガ,1,0,0
2010,13/09/09,Sp Gijon,スポルティング,Almeria,アルメリア,1,0,0
2010,13/09/09,Tenerife,テネリフェ,Osasuna,オサスナ,2,1,0
2010,13/09/09,Valladolid,バジャドリード,Valencia,バレンシア,2,4,2
2010,13/09/09,Villarreal,ビジャレアル,Mallorca,マジョルカ,1,1,1
2010,13/09/09,Xerez,へレス,Ath Bilbao,ビルバオ,0,1,2
2010,19/09/09,Barcelona,バルセロナ,Ath Madrid,Aマドリード,5,2,0
2010,19/09/09,La Coruna,デポルティーボ,Espanol,エスパニョール,2,3,2
2010,19/09/09,Malaga,マラガ,Santander,サンタンデール,1,2,2
2010,19/09/09,Mallorca,マジョルカ,Tenerife,テネリフェ,4,0,0
2010,19/09/09,Osasuna,オサスナ,Sevilla,セビージャ,0,2,2
2010,20/09/09,Almeria,アルメリア,Getafe,ヘタフェ,1,0,0
2010,20/09/09,Ath Bilbao,ビルバオ,Villarreal,ビジャレアル,3,2,0
2010,20/09/09,Real Madrid,Rマドリード,Xerez,へレス,5,0,0
2010,20/09/09,Valencia,バレンシア,Sp Gijon,スポルティング,2,2,1
2010,20/09/09,Zaragoza,サラゴサ,Valladolid,バジャドリード,1,2,2
2010,22/09/09,Santander,サンタンデール,Barcelona,バルセロナ,1,4,2
2010,22/09/09,Sevilla,セビージャ,Mallorca,マジョルカ,2,0,0
2010,23/09/09,Ath Madrid,Aマドリード,Almeria,アルメリア,2,2,1
2010,23/09/09,Espanol,エスパニョール,Malaga,マラガ,2,1,0
2010,23/09/09,Getafe,ヘタフェ,Valencia,バレンシア,3,1,0
2010,23/09/09,Tenerife,テネリフェ,Ath Bilbao,ビルバオ,1,0,0
2010,23/09/09,Valladolid,バジャドリード,Osasuna,オサスナ,1,2,2
2010,23/09/09,Villarreal,ビジャレアル,Real Madrid,Rマドリード,0,2,2
2010,23/09/09,Xerez,へレス,La Coruna,デポルティーボ,0,3,2
2010,24/09/09,Sp Gijon,スポルティング,Zaragoza,サラゴサ,1,1,1
2010,26/09/09,Ath Bilbao,ビルバオ,Sevilla,セビージャ,0,4,2
2010,26/09/09,Malaga,マラガ,Barcelona,バルセロナ,0,2,2
2010,26/09/09,Real Madrid,Rマドリード,Tenerife,テネリフェ,3,0,0
